/Users/macbook/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 19:44:13 CET)" was missed by 0:00:38.901255
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 19:44:58 CET)" was missed by 0:00:03.459513
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 19:50:58 CET)" was missed by 0:00:40.679882
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 19:51:43 CET)" was missed by 0:00:23.801044
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 19:54:43 CET)" was missed by 0:00:23.544754
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:07:28 CET)" was missed by 0:00:01.088799
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:23:58 CET)" was missed by 0:00:22.108264
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:27:43 CET)" was missed by 0:00:26.353059
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:33:43 CET)" was missed by 0:00:03.147566
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:34:28 CET)" was missed by 0:00:27.487425
ERROR:telegram.ext.updater:Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 651, in _network_loop_retry
    if not action_cb():
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/updater.py", line 602, in polling_action_cb
    updates = self.bot.get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/ext/extbot.py", line 228, in get_updates
    updates = super().get_updates(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 134, in decorator
    result = func(*args, **kwargs)
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 3140, in get_updates
    self._post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/bot.py", line 299, in _post
    return self.request.post(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 361, in post
    result = self._request_wrapper(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/utils/request.py", line 283, in _request_wrapper
    raise Conflict(message)
telegram.error.Conflict: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
WARNING:apscheduler.executors.default:Run time of job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:50:13 CET)" was missed by 0:00:31.899158
WARNING:telegram.vendor.ptb_urllib3.urllib3.connectionpool:Retrying (Retry(total=2, connect=None, read=None, redirect=None)) after connection broken by 'ConnectTimeoutError(<telegram.vendor.ptb_urllib3.urllib3.connection.VerifiedHTTPSConnection object at 0x10223be50>, 'Connection to api.telegram.org timed out. (connect timeout=5.0)')': /bot8566470882:AAFjaELFYcGKXEvP_-q-x7MxghYl0BlNBHw/getUpdates
WARNING:telegram.vendor.ptb_urllib3.urllib3.connectionpool:Retrying (Retry(total=1, connect=None, read=None, redirect=None)) after connection broken by 'ConnectTimeoutError(<telegram.vendor.ptb_urllib3.urllib3.connection.VerifiedHTTPSConnection object at 0x1021c6d60>, 'Connection to api.telegram.org timed out. (connect timeout=5.0)')': /bot8566470882:AAFjaELFYcGKXEvP_-q-x7MxghYl0BlNBHw/getUpdates
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 20:50:58 CET)" (scheduled at 2026-02-05 20:50:13.568934+01:00)
WARNING:telegram.vendor.ptb_urllib3.urllib3.connectionpool:Retrying (Retry(total=0, connect=None, read=None, redirect=None)) after connection broken by 'ConnectTimeoutError(<telegram.vendor.ptb_urllib3.urllib3.connection.VerifiedHTTPSConnection object at 0x1021c6c10>, 'Connection to api.telegram.org timed out. (connect timeout=5.0)')': /bot8566470882:AAFjaELFYcGKXEvP_-q-x7MxghYl0BlNBHw/getUpdates
ERROR:telegram.ext.updater:Error while getting Updates: urllib3 HTTPError HTTPSConnectionPool(host='api.telegram.org', port=443): Max retries exceeded with url: /bot8566470882:AAFjaELFYcGKXEvP_-q-x7MxghYl0BlNBHw/getUpdates (Caused by ConnectTimeoutError(<telegram.vendor.ptb_urllib3.urllib3.connection.VerifiedHTTPSConnection object at 0x1021bfc40>, 'Connection to api.telegram.org timed out. (connect timeout=5.0)'))
ERROR:telegram.ext.dispatcher:No error handlers are registered, logging exception.
Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/vendor/ptb_urllib3/urllib3/connection.py", line 140, in _new_conn
    conn = connection.create_connection(
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/vendor/ptb_urllib3/urllib3/util/connection.py", line 83, in create_connection
    raise err
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/vendor/ptb_urllib3/urllib3/util/connection.py", line 73, in create_connection
    sock.connect(sa)
socket.timeout: timed out

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/vendor/ptb_urllib3/urllib3/connectionpool.py", line 614, in urlopen
    httplib_response = self._make_request(conn, method, url,
  File "/Users/macbook/Library/Python/3.9/lib/python/site-packages/telegram/vendor/ptb_urllib3/urllib3/connectionpool.py", line 360, in _make_request
    self._validate_conn(conn)
